date,code,sec_name
2025-03-12,002027.SZ,分众传媒
2025-03-12,000858.SZ,五粮液
2025-03-12,603501.SH,豪威集团
2025-03-13,600919.SH,江苏银行
2025-03-13,603799.SH,华友钴业
2025-03-13,000858.SZ,五粮液
2025-03-13,603501.SH,豪威集团
2025-03-13,002241.SZ,歌尔股份
2025-03-14,600893.SH,航发动力
2025-03-14,601995.SH,中金公司
2025-03-14,002028.SZ,思源电气
2025-03-14,600919.SH,江苏银行
2025-03-14,601728.SH,中国电信
2025-03-17,601728.SH,中国电信
2025-03-17,688223.SH,晶科能源
2025-03-17,603019.SH,中科曙光
2025-03-17,600048.SH,保利发展
2025-03-17,601009.SH,南京银行
2025-03-18,601872.SH,招商轮船
2025-03-18,601728.SH,中国电信
2025-03-18,688223.SH,晶科能源
2025-03-18,603392.SH,万泰生物
2025-03-18,600183.SH,生益科技
2025-03-19,601872.SH,招商轮船
2025-03-19,600519.SH,贵州茅台
2025-03-19,600372.SH,中航机载
2025-03-19,002714.SZ,牧原股份
2025-03-19,601916.SH,浙商银行
2025-03-20,600372.SH,中航机载
2025-03-20,601698.SH,中国卫通
2025-03-20,001965.SZ,招商公路
2025-03-20,601916.SH,浙商银行
2025-03-20,601100.SH,恒立液压
2025-03-21,601100.SH,恒立液压
2025-03-21,600372.SH,中航机载
2025-03-21,601698.SH,中国卫通
2025-03-21,603195.SH,公牛集团
2025-03-21,002594.SZ,比亚迪
2025-03-24,600941.SH,中国移动
2025-03-24,603195.SH,公牛集团
2025-03-24,300782.SZ,卓胜微
2025-03-24,300124.SZ,汇川技术
2025-03-24,601100.SH,恒立液压
2025-03-25,600941.SH,中国移动
2025-03-25,688256.SH,寒武纪-U
2025-03-25,601456.SH,国联民生
2025-03-25,000975.SZ,山金国际
2025-03-25,302132.SZ,中航成飞
2025-03-26,600809.SH,山西汾酒
2025-03-26,600941.SH,中国移动
2025-03-26,300122.SZ,智飞生物
2025-03-26,600028.SH,中国石化
2025-03-26,600036.SH,招商银行
2025-03-27,600219.SH,南山铝业
2025-03-27,600941.SH,中国移动
2025-03-27,688082.SH,盛美上海
2025-03-27,600025.SH,华能水电
2025-03-27,300316.SZ,晶盛机电
2025-03-28,600377.SH,宁沪高速
2025-03-28,300316.SZ,晶盛机电
2025-03-28,688082.SH,盛美上海
2025-03-28,002074.SZ,国轩高科
2025-03-28,600009.SH,上海机场
2025-03-31,603019.SH,中科曙光
2025-03-31,600104.SH,上汽集团
2025-03-31,300033.SZ,同花顺
2025-03-31,688082.SH,盛美上海
2025-03-31,601169.SH,北京银行
2025-04-01,601816.SH,京沪高铁
2025-04-01,300033.SZ,同花顺
2025-04-01,688009.SH,中国通号
2025-04-01,600809.SH,山西汾酒
2025-04-01,600905.SH,三峡能源
2025-04-02,600809.SH,山西汾酒
2025-04-02,300033.SZ,同花顺
2025-04-02,600009.SH,上海机场
2025-04-02,601229.SH,上海银行
2025-04-02,002050.SZ,三花智控
2025-04-03,600547.SH,山东黄金
2025-04-03,300033.SZ,同花顺
2025-04-03,600809.SH,山西汾酒
2025-04-03,600009.SH,上海机场
2025-04-03,601390.SH,中国中铁
2025-04-07,000975.SZ,山金国际
2025-04-07,300033.SZ,同花顺
2025-04-07,002463.SZ,沪电股份
2025-04-07,603260.SH,合盛硅业
2025-04-07,003816.SZ,中国广核
2025-04-08,600015.SH,华夏银行
2025-04-08,601456.SH,国联民生
2025-04-08,300033.SZ,同花顺
2025-04-08,601012.SH,隆基绿能
2025-04-08,601318.SH,中国平安
2025-04-09,600015.SH,华夏银行
2025-04-09,002466.SZ,天齐锂业
2025-04-09,601390.SH,中国中铁
2025-04-09,300033.SZ,同花顺
2025-04-09,601238.SH,广汽集团
2025-04-10,002028.SZ,思源电气
2025-04-10,600875.SH,东方电气
2025-04-10,600048.SH,保利发展
2025-04-10,601058.SH,赛轮轮胎
2025-04-10,601288.SH,农业银行
2025-04-11,603288.SH,海天味业
2025-04-11,601058.SH,赛轮轮胎
2025-04-11,600845.SH,宝信软件
2025-04-11,001391.SZ,国货航
2025-04-11,002736.SZ,国信证券
2025-04-14,600919.SH,江苏银行
2025-04-14,300015.SZ,爱尔眼科
2025-04-14,601117.SH,中国化学
2025-04-14,600031.SH,三一重工
2025-04-14,601058.SH,赛轮轮胎
2025-04-15,600919.SH,江苏银行
2025-04-15,601117.SH,中国化学
2025-04-15,600031.SH,三一重工
2025-04-15,300015.SZ,爱尔眼科
2025-04-15,600183.SH,生益科技
2025-04-16,002074.SZ,国轩高科
2025-04-16,601868.SH,中国能建
2025-04-16,002625.SZ,光启技术
2025-04-16,601698.SH,中国卫通
2025-04-16,601456.SH,国联民生
2025-04-17,002074.SZ,国轩高科
2025-04-17,002625.SZ,光启技术
2025-04-17,300433.SZ,蓝思科技
2025-04-17,601456.SH,国联民生
2025-04-17,601919.SH,中远海控
2025-04-18,601728.SH,中国电信
2025-04-18,688111.SH,金山办公
2025-04-18,300433.SZ,蓝思科技
2025-04-18,301236.SZ,软通动力
2025-04-18,300308.SZ,中际旭创
2025-04-21,601919.SH,中远海控
2025-04-21,600188.SH,兖矿能源
2025-04-21,301236.SZ,软通动力
2025-04-21,300015.SZ,爱尔眼科
2025-04-21,601825.SH,沪农商行
2025-04-22,688223.SH,晶科能源
2025-04-22,301236.SZ,软通动力
2025-04-22,601919.SH,中远海控
2025-04-22,002594.SZ,比亚迪
2025-04-22,603259.SH,药明康德
2025-04-23,601088.SH,中国神华
2025-04-23,002625.SZ,光启技术
2025-04-23,002594.SZ,比亚迪
2025-04-23,000786.SZ,北新建材
2025-04-23,601901.SH,方正证券
2025-04-24,002049.SZ,紫光国微
2025-04-24,300308.SZ,中际旭创
2025-04-24,600010.SH,包钢股份
2025-04-24,600660.SH,福耀玻璃
2025-04-24,000786.SZ,北新建材
2025-04-25,601088.SH,中国神华
2025-04-25,603986.SH,兆易创新
2025-04-25,002049.SZ,紫光国微
2025-04-25,600660.SH,福耀玻璃
2025-04-25,601668.SH,中国建筑
2025-04-28,300750.SZ,宁德时代
2025-04-28,600660.SH,福耀玻璃
2025-04-28,002594.SZ,比亚迪
2025-04-28,688472.SH,阿特斯
2025-04-28,002142.SZ,宁波银行
2025-04-29,600048.SH,保利发展
2025-04-29,002142.SZ,宁波银行
2025-04-29,601009.SH,南京银行
2025-04-29,300316.SZ,晶盛机电
2025-04-29,600660.SH,福耀玻璃
2025-04-30,600048.SH,保利发展
2025-04-30,300661.SZ,圣邦股份
2025-04-30,601328.SH,交通银行
2025-04-30,601009.SH,南京银行
2025-04-30,002028.SZ,思源电气
2025-05-06,600958.SH,东方证券
2025-05-06,300476.SZ,胜宏科技
2025-05-06,002028.SZ,思源电气
2025-05-06,002594.SZ,比亚迪
2025-05-06,601881.SH,中国银河
2025-05-07,600958.SH,东方证券
2025-05-07,601689.SH,拓普集团
2025-05-07,600941.SH,中国移动
2025-05-07,000983.SZ,山西焦煤
2025-05-07,601899.SH,紫金矿业
2025-05-08,002460.SZ,赣锋锂业
2025-05-08,601298.SH,青岛港
2025-05-08,600048.SH,保利发展
2025-05-08,601377.SH,兴业证券
2025-05-08,601166.SH,兴业银行
2025-05-09,300418.SZ,昆仑万维
2025-05-09,600015.SH,华夏银行
2025-05-09,601800.SH,中国交建
2025-05-09,002460.SZ,赣锋锂业
2025-05-09,002459.SZ,晶澳科技
2025-05-12,002648.SZ,卫星化学
2025-05-12,002459.SZ,晶澳科技
2025-05-12,601238.SH,广汽集团
2025-05-12,601618.SH,中国中冶
2025-05-12,601838.SH,成都银行
2025-05-13,601816.SH,京沪高铁
2025-05-13,688036.SH,传音控股
2025-05-13,002648.SZ,卫星化学
2025-05-13,600027.SH,华电国际
2025-05-13,002460.SZ,赣锋锂业
2025-05-14,601816.SH,京沪高铁
2025-05-14,601995.SH,中金公司
2025-05-14,601186.SH,中国铁建
2025-05-14,601985.SH,中国核电
2025-05-14,300408.SZ,三环集团
2025-05-15,601816.SH,京沪高铁
2025-05-15,600588.SH,用友网络
2025-05-15,600176.SH,中国巨石
2025-05-15,601298.SH,青岛港
2025-05-15,603392.SH,万泰生物
2025-05-16,002050.SZ,三花智控
2025-05-16,600036.SH,招商银行
2025-05-16,300014.SZ,亿纬锂能
2025-05-16,603392.SH,万泰生物
2025-05-16,300442.SZ,润泽科技
2025-05-19,600233.SH,圆通速递
2025-05-19,601916.SH,浙商银行
2025-05-19,002050.SZ,三花智控
2025-05-19,601360.SH,三六零
2025-05-19,600438.SH,通威股份
2025-05-20,600233.SH,圆通速递
2025-05-20,600918.SH,中泰证券
2025-05-20,002415.SZ,海康威视
2025-05-20,601360.SH,三六零
2025-05-20,600089.SH,特变电工
2025-05-21,600233.SH,圆通速递
2025-05-21,002415.SZ,海康威视
2025-05-21,600918.SH,中泰证券
2025-05-21,601360.SH,三六零
2025-05-21,601211.SH,国泰海通
2025-05-22,002027.SZ,分众传媒
2025-05-22,603296.SH,华勤技术
2025-05-22,002736.SZ,国信证券
2025-05-22,600089.SH,特变电工
2025-05-22,601328.SH,交通银行
2025-05-23,002027.SZ,分众传媒
2025-05-23,001391.SZ,国货航
2025-05-23,300408.SZ,三环集团
2025-05-23,600522.SH,中天科技
2025-05-23,603296.SH,华勤技术
2025-05-26,600522.SH,中天科技
2025-05-26,002074.SZ,国轩高科
2025-05-26,600918.SH,中泰证券
2025-05-26,600795.SH,国电电力
2025-05-26,688472.SH,阿特斯
2025-05-27,600918.SH,中泰证券
2025-05-27,688472.SH,阿特斯
2025-05-27,600795.SH,国电电力
2025-05-27,601916.SH,浙商银行
2025-05-27,600905.SH,三峡能源
2025-05-28,601100.SH,恒立液压
2025-05-28,601377.SH,兴业证券
2025-05-28,600016.SH,民生银行
2025-05-28,600085.SH,同仁堂
2025-05-28,300408.SZ,三环集团
2025-05-29,601088.SH,中国神华
2025-05-29,601006.SH,大秦铁路
2025-05-29,605499.SH,东鹏饮料
2025-05-29,601319.SH,中国人保
2025-05-29,300760.SZ,迈瑞医疗
2025-05-30,601088.SH,中国神华
2025-05-30,300832.SZ,新产业
2025-05-30,605499.SH,东鹏饮料
2025-05-30,601872.SH,招商轮船
2025-05-30,002311.SZ,海大集团
2025-06-03,601169.SH,北京银行
2025-06-03,600660.SH,福耀玻璃
2025-06-03,601127.SH,赛力斯
2025-06-03,601857.SH,中国石油
2025-06-03,600519.SH,贵州茅台
2025-06-04,601169.SH,北京银行
2025-06-04,600660.SH,福耀玻璃
2025-06-04,002920.SZ,德赛西威
2025-06-04,601698.SH,中国卫通
2025-06-04,600547.SH,山东黄金
2025-06-05,600547.SH,山东黄金
2025-06-05,601601.SH,中国太保
2025-06-05,600584.SH,长电科技
2025-06-05,002142.SZ,宁波银行
2025-06-05,601169.SH,北京银行
2025-06-06,601601.SH,中国太保
2025-06-06,601857.SH,中国石油
2025-06-06,600741.SH,华域汽车
2025-06-06,002920.SZ,德赛西威
2025-06-06,600011.SH,华能国际
2025-06-09,600741.SH,华域汽车
2025-06-09,688506.SH,百利天恒
2025-06-09,600115.SH,中国东航
2025-06-09,600036.SH,招商银行
2025-06-09,300750.SZ,宁德时代
2025-06-10,300750.SZ,宁德时代
2025-06-10,300803.SZ,指南针
2025-06-10,600115.SH,中国东航
2025-06-10,601186.SH,中国铁建
2025-06-10,000807.SZ,云铝股份
2025-06-11,300803.SZ,指南针
2025-06-11,601919.SH,中远海控
2025-06-11,603259.SH,药明康德
2025-06-11,601100.SH,恒立液压
2025-06-11,601058.SH,赛轮轮胎
2025-06-12,300124.SZ,汇川技术
2025-06-12,300122.SZ,智飞生物
2025-06-12,300803.SZ,指南针
2025-06-12,601868.SH,中国能建
2025-06-12,600019.SH,宝钢股份
2025-06-13,300124.SZ,汇川技术
2025-06-13,001979.SZ,招商蛇口
2025-06-13,601868.SH,中国能建
2025-06-13,300122.SZ,智飞生物
2025-06-13,688256.SH,寒武纪-U
2025-06-16,600085.SH,同仁堂
2025-06-16,600000.SH,浦发银行
2025-06-16,600690.SH,海尔智家
2025-06-16,600415.SH,小商品城
2025-06-16,001979.SZ,招商蛇口
2025-06-17,002466.SZ,天齐锂业
2025-06-17,601607.SH,上海医药
2025-06-17,601901.SH,方正证券
2025-06-17,600415.SH,小商品城
2025-06-17,601186.SH,中国铁建
2025-06-18,300033.SZ,同花顺
2025-06-18,601186.SH,中国铁建
2025-06-18,600219.SH,南山铝业
2025-06-18,002179.SZ,中航光电
2025-06-18,000876.SZ,新希望
2025-06-19,688126.SH,沪硅产业
2025-06-19,600219.SH,南山铝业
2025-06-19,601898.SH,中煤能源
2025-06-19,002179.SZ,中航光电
2025-06-19,603019.SH,中科曙光
2025-06-20,300759.SZ,康龙化成
2025-06-20,688009.SH,中国通号
2025-06-20,600219.SH,南山铝业
2025-06-20,000792.SZ,盐湖股份
2025-06-20,601318.SH,中国平安
2025-06-23,688009.SH,中国通号
2025-06-23,300251.SZ,光线传媒
2025-06-23,000792.SZ,盐湖股份
2025-06-23,600196.SH,复星医药
2025-06-23,600219.SH,南山铝业
2025-06-24,600426.SH,华鲁恒升
2025-06-24,600309.SH,万华化学
2025-06-24,603369.SH,今世缘
2025-06-24,688009.SH,中国通号
2025-06-24,600219.SH,南山铝业
2025-06-25,600426.SH,华鲁恒升
2025-06-25,601600.SH,中国铝业
2025-06-25,300999.SZ,金龙鱼
2025-06-25,002709.SZ,天赐材料
2025-06-25,601136.SH,首创证券
2025-06-26,601318.SH,中国平安
2025-06-26,002027.SZ,分众传媒
2025-06-26,601288.SH,农业银行
2025-06-26,601868.SH,中国能建
2025-06-26,601995.SH,中金公司
2025-06-27,601669.SH,中国电建
2025-06-27,600176.SH,中国巨石
2025-06-27,002422.SZ,科伦药业
2025-06-27,601318.SH,中国平安
2025-06-27,688187.SH,时代电气
2025-06-30,601988.SH,中国银行
2025-06-30,600377.SH,宁沪高速
2025-06-30,601669.SH,中国电建
2025-06-30,002714.SZ,牧原股份
2025-06-30,688187.SH,时代电气
2025-07-01,603369.SH,今世缘
2025-07-01,603288.SH,海天味业
2025-07-01,600585.SH,海螺水泥
2025-07-01,600893.SH,航发动力
2025-07-01,600016.SH,民生银行
2025-07-02,300059.SZ,东方财富
2025-07-02,601298.SH,青岛港
2025-07-02,600016.SH,民生银行
2025-07-02,300661.SZ,圣邦股份
2025-07-02,002459.SZ,晶澳科技
2025-07-03,600028.SH,中国石化
2025-07-03,600111.SH,北方稀土
2025-07-03,300661.SZ,圣邦股份
2025-07-03,601669.SH,中国电建
2025-07-03,601916.SH,浙商银行
2025-07-04,601669.SH,中国电建
2025-07-04,600196.SH,复星医药
2025-07-04,603369.SH,今世缘
2025-07-04,600028.SH,中国石化
2025-07-04,002028.SZ,思源电气
2025-07-07,300896.SZ,爱美客
2025-07-07,600196.SH,复星医药
2025-07-07,600028.SH,中国石化
2025-07-07,688009.SH,中国通号
2025-07-07,600089.SH,特变电工
2025-07-08,000999.SZ,华润三九
2025-07-08,300896.SZ,爱美客
2025-07-08,600919.SH,江苏银行
2025-07-08,600028.SH,中国石化
2025-07-08,601328.SH,交通银行
2025-07-09,601377.SH,兴业证券
2025-07-09,300750.SZ,宁德时代
2025-07-09,603259.SH,药明康德
2025-07-09,601238.SH,广汽集团
2025-07-09,600926.SH,杭州银行
2025-07-10,600048.SH,保利发展
2025-07-10,600887.SH,伊利股份
2025-07-10,601857.SH,中国石油
2025-07-10,300122.SZ,智飞生物
2025-07-10,601211.SH,国泰海通
2025-07-11,300122.SZ,智飞生物
2025-07-11,600584.SH,长电科技
2025-07-11,600048.SH,保利发展
2025-07-11,601857.SH,中国石油
2025-07-11,600438.SH,通威股份
2025-07-14,600875.SH,东方电气
2025-07-14,600048.SH,保利发展
2025-07-14,601100.SH,恒立液压
2025-07-14,002625.SZ,光启技术
2025-07-14,601012.SH,隆基绿能
2025-07-15,600900.SH,长江电力
2025-07-15,000807.SZ,云铝股份
2025-07-15,600875.SH,东方电气
2025-07-15,600048.SH,保利发展
2025-07-15,601100.SH,恒立液压
2025-07-16,601360.SH,三六零
2025-07-16,002352.SZ,顺丰控股
2025-07-16,002049.SZ,紫光国微
2025-07-16,601788.SH,光大证券
2025-07-16,002371.SZ,北方华创
2025-07-17,601788.SH,光大证券
2025-07-17,600919.SH,江苏银行
2025-07-17,600036.SH,招商银行
2025-07-17,601009.SH,南京银行
2025-07-17,601012.SH,隆基绿能
2025-07-18,601698.SH,中国卫通
2025-07-18,601689.SH,拓普集团
2025-07-18,600019.SH,宝钢股份
2025-07-18,601006.SH,大秦铁路
2025-07-18,600036.SH,招商银行
2025-07-21,600115.SH,中国东航
2025-07-21,600893.SH,航发动力
2025-07-21,601689.SH,拓普集团
2025-07-21,601607.SH,上海医药
2025-07-21,601698.SH,中国卫通
2025-07-22,600893.SH,航发动力
2025-07-22,601319.SH,中国人保
2025-07-22,600489.SH,中金黄金
2025-07-22,002460.SZ,赣锋锂业
2025-07-22,002648.SZ,卫星化学
2025-07-23,601319.SH,中国人保
2025-07-23,600887.SH,伊利股份
2025-07-23,600958.SH,东方证券
2025-07-23,002709.SZ,天赐材料
2025-07-23,600188.SH,兖矿能源
2025-07-24,601319.SH,中国人保
2025-07-24,300308.SZ,中际旭创
2025-07-24,601916.SH,浙商银行
2025-07-24,600958.SH,东方证券
2025-07-24,600887.SH,伊利股份
2025-07-25,600900.SH,长江电力
2025-07-25,601288.SH,农业银行
2025-07-25,601298.SH,青岛港
2025-07-25,601138.SH,工业富联
2025-07-25,300251.SZ,光线传媒
2025-07-28,600900.SH,长江电力
2025-07-28,600436.SH,片仔癀
2025-07-28,300251.SZ,光线传媒
2025-07-28,601288.SH,农业银行
2025-07-28,601899.SH,紫金矿业
2025-07-29,601088.SH,中国神华
2025-07-29,600900.SH,长江电力
2025-07-29,300033.SZ,同花顺
2025-07-29,601288.SH,农业银行
2025-07-29,600015.SH,华夏银行
2025-07-30,601916.SH,浙商银行
2025-07-30,601919.SH,中远海控
2025-07-30,301269.SZ,华大九天
2025-07-30,601138.SH,工业富联
2025-07-30,603288.SH,海天味业
2025-07-31,688981.SH,中芯国际
2025-07-31,601919.SH,中远海控
2025-07-31,002600.SZ,领益智造
2025-07-31,601138.SH,工业富联
2025-07-31,603288.SH,海天味业
2025-08-01,601668.SH,中国建筑
2025-08-01,688981.SH,中芯国际
2025-08-01,601919.SH,中远海控
2025-08-01,600161.SH,天坛生物
2025-08-01,601633.SH,长城汽车
2025-08-04,600111.SH,北方稀土
2025-08-04,600845.SH,宝信软件
2025-08-04,600016.SH,民生银行
2025-08-04,601668.SH,中国建筑
2025-08-04,601919.SH,中远海控
2025-08-05,600196.SH,复星医药
2025-08-05,600061.SH,国投资本
2025-08-05,002074.SZ,国轩高科
2025-08-05,688396.SH,华润微
2025-08-05,002415.SZ,海康威视
2025-08-06,002230.SZ,科大讯飞
2025-08-06,002736.SZ,国信证券
2025-08-06,600061.SH,国投资本
2025-08-06,002415.SZ,海康威视
2025-08-06,600196.SH,复星医药
2025-08-07,002916.SZ,深南电路
2025-08-07,600845.SH,宝信软件
2025-08-07,301269.SZ,华大九天
2025-08-07,600061.SH,国投资本
2025-08-07,600016.SH,民生银行
2025-08-08,688396.SH,华润微
2025-08-08,600900.SH,长江电力
2025-08-08,002916.SZ,深南电路
2025-08-08,601058.SH,赛轮轮胎
2025-08-08,300408.SZ,三环集团
2025-08-11,601058.SH,赛轮轮胎
2025-08-11,002916.SZ,深南电路
2025-08-11,601877.SH,正泰电器
2025-08-11,600489.SH,中金黄金
2025-08-11,600104.SH,上汽集团
2025-08-12,600160.SH,巨化股份
2025-08-12,600104.SH,上汽集团
2025-08-12,600584.SH,长电科技
2025-08-12,600489.SH,中金黄金
2025-08-12,600016.SH,民生银行
2025-08-13,603259.SH,药明康德
2025-08-13,600161.SH,天坛生物
2025-08-13,601857.SH,中国石油
2025-08-13,688036.SH,传音控股
2025-08-13,002028.SZ,思源电气
2025-08-14,603259.SH,药明康德
2025-08-14,600161.SH,天坛生物
2025-08-14,000977.SZ,浪潮信息
2025-08-14,601857.SH,中国石油
2025-08-14,688036.SH,传音控股
2025-08-15,601728.SH,中国电信
2025-08-15,601166.SH,兴业银行
2025-08-15,600036.SH,招商银行
2025-08-15,600010.SH,包钢股份
2025-08-15,601318.SH,中国平安
2025-08-18,605499.SH,东鹏饮料
2025-08-18,600036.SH,招商银行
2025-08-18,601166.SH,兴业银行
2025-08-18,600161.SH,天坛生物
2025-08-18,601766.SH,中国中车
2025-08-19,300782.SZ,卓胜微
2025-08-19,600161.SH,天坛生物
2025-08-19,601766.SH,中国中车
2025-08-19,688981.SH,中芯国际
2025-08-19,001965.SZ,招商公路
2025-08-20,601881.SH,中国银河
2025-08-20,300782.SZ,卓胜微
2025-08-20,002179.SZ,中航光电
2025-08-20,601668.SH,中国建筑
2025-08-20,600415.SH,小商品城
2025-08-21,601881.SH,中国银河
2025-08-21,600415.SH,小商品城
2025-08-21,601100.SH,恒立液压
2025-08-21,600674.SH,川投能源
2025-08-21,600000.SH,浦发银行
2025-08-22,600875.SH,东方电气
2025-08-22,601800.SH,中国交建
2025-08-22,601127.SH,赛力斯
2025-08-22,600415.SH,小商品城
2025-08-22,601825.SH,沪农商行
2025-08-25,600415.SH,小商品城
2025-08-25,600875.SH,东方电气
2025-08-25,002384.SZ,东山精密
2025-08-25,600115.SH,中国东航
2025-08-25,002714.SZ,牧原股份
2025-08-26,002384.SZ,东山精密
2025-08-26,002050.SZ,三花智控
2025-08-26,002179.SZ,中航光电
2025-08-26,300442.SZ,润泽科技
2025-08-26,000975.SZ,山金国际
2025-08-27,002384.SZ,东山精密
2025-08-27,002050.SZ,三花智控
2025-08-27,002179.SZ,中航光电
2025-08-27,000975.SZ,山金国际
2025-08-27,600183.SH,生益科技
2025-08-28,601298.SH,青岛港
2025-08-28,601009.SH,南京银行
2025-08-28,600000.SH,浦发银行
2025-08-28,002384.SZ,东山精密
2025-08-28,688506.SH,百利天恒
2025-08-29,601377.SH,兴业证券
2025-08-29,600000.SH,浦发银行
2025-08-29,601009.SH,南京银行
2025-08-29,300418.SZ,昆仑万维
2025-08-29,601298.SH,青岛港
2025-09-01,688047.SH,龙芯中科
2025-09-01,600362.SH,江西铜业
2025-09-01,601377.SH,兴业证券
2025-09-01,603986.SH,兆易创新
2025-09-01,300418.SZ,昆仑万维
2025-09-02,601166.SH,兴业银行
2025-09-02,600741.SH,华域汽车
2025-09-02,600570.SH,恒生电子
2025-09-02,601628.SH,中国人寿
2025-09-02,600809.SH,山西汾酒
2025-09-03,600741.SH,华域汽车
2025-09-03,600570.SH,恒生电子
2025-09-03,601628.SH,中国人寿
2025-09-03,600438.SH,通威股份
2025-09-03,600547.SH,山东黄金
2025-09-04,600570.SH,恒生电子
2025-09-04,600438.SH,通威股份
2025-09-04,688047.SH,龙芯中科
2025-09-04,000999.SZ,华润三九
2025-09-04,601628.SH,中国人寿
2025-09-05,000792.SZ,盐湖股份
2025-09-05,601288.SH,农业银行
2025-09-05,300308.SZ,中际旭创
2025-09-05,601939.SH,建设银行
2025-09-05,601136.SH,首创证券
2025-09-08,002236.SZ,大华股份
2025-09-08,601288.SH,农业银行
2025-09-08,300394.SZ,天孚通信
2025-09-08,601995.SH,中金公司
2025-09-08,600026.SH,中远海能
2025-09-09,601919.SH,中远海控
2025-09-09,002179.SZ,中航光电
2025-09-09,601872.SH,招商轮船
2025-09-09,601995.SH,中金公司
2025-09-09,601288.SH,农业银行
2025-09-10,002179.SZ,中航光电
2025-09-10,002027.SZ,分众传媒
2025-09-10,601872.SH,招商轮船
2025-09-10,601288.SH,农业银行
2025-09-10,300347.SZ,泰格医药
2025-09-11,002179.SZ,中航光电
2025-09-11,601138.SH,工业富联
2025-09-11,600482.SH,中国动力
2025-09-11,002027.SZ,分众传媒
2025-09-11,688256.SH,寒武纪-U
2025-09-12,002371.SZ,北方华创
2025-09-12,600741.SH,华域汽车
2025-09-12,601601.SH,中国太保
2025-09-12,600918.SH,中泰证券
2025-09-12,601689.SH,拓普集团
2025-09-15,601698.SH,中国卫通
2025-09-15,002142.SZ,宁波银行
2025-09-15,002027.SZ,分众传媒
2025-09-15,002371.SZ,北方华创
2025-09-15,601607.SH,上海医药
2025-09-16,605499.SH,东鹏饮料
2025-09-16,601238.SH,广汽集团
2025-09-16,600309.SH,万华化学
2025-09-16,002459.SZ,晶澳科技
2025-09-16,300308.SZ,中际旭创
2025-09-17,002050.SZ,三花智控
2025-09-17,002459.SZ,晶澳科技
2025-09-17,600999.SH,招商证券
2025-09-17,600276.SH,恒瑞医药
2025-09-17,300408.SZ,三环集团
2025-09-18,600875.SH,东方电气
2025-09-18,600482.SH,中国动力
2025-09-18,002050.SZ,三花智控
2025-09-18,000999.SZ,华润三九
2025-09-18,300408.SZ,三环集团
2025-09-19,601058.SH,赛轮轮胎
2025-09-19,601136.SH,首创证券
2025-09-19,600875.SH,东方电气
2025-09-19,000999.SZ,华润三九
2025-09-19,300015.SZ,爱尔眼科
2025-09-22,600085.SH,同仁堂
2025-09-22,601136.SH,首创证券
2025-09-22,600926.SH,杭州银行
2025-09-22,600875.SH,东方电气
2025-09-22,300782.SZ,卓胜微
2025-09-23,601136.SH,首创证券
2025-09-23,300782.SZ,卓胜微
2025-09-23,601111.SH,中国国航
2025-09-23,601012.SH,隆基绿能
2025-09-23,002371.SZ,北方华创
2025-09-24,688396.SH,华润微
